ticker,weight,level,rep
AAPL,0.11,L3,101
BA,0.0,L3,101
CAT,0.028,L3,101
CVX,0.018,L3,101
CSCO,0.02,L3,101
KO,0.018,L3,101
DOW,0.0,L3,101
GS,0.018,L3,101
HD,0.04,L3,101
HON,0.012,L3,101
IBM,0.0,L3,101
INTC,0.0,L3,101
JNJ,0.02,L3,101
JPM,0.03,L3,101
MCD,0.02,L3,101
MRK,0.085,L3,101
MSFT,0.12,L3,101
NKE,0.0,L3,101
PG,0.06,L3,101
CRM,0.055,L3,101
TRV,0.012,L3,101
UNH,0.06,L3,101
VZ,0.0,L3,101
V,0.045,L3,101
WMT,0.08,L3,101
DIS,0.012,L3,101
MMM,0.02,L0,102
AMZN,0.03,L0,102
AXP,0.025,L0,102
AMGN,0.04,L0,102
AAPL,0.05,L0,102
BA,0.01,L0,102
CAT,0.02,L0,102
CVX,0.035,L0,102
CSCO,0.035,L0,102
KO,0.045,L0,102
DOW,0.015,L0,102
GS,0.02,L0,102
HD,0.035,L0,102
HON,0.025,L0,102
IBM,0.03,L0,102
INTC,0.02,L0,102
JNJ,0.06,L0,102
JPM,0.03,L0,102
MCD,0.04,L0,102
MRK,0.045,L0,102
MSFT,0.055,L0,102
NKE,0.02,L0,102
PG,0.06,L0,102
CRM,0.02,L0,102
TRV,0.03,L0,102
UNH,0.055,L0,102
VZ,0.04,L0,102
V,0.04,L0,102
WMT,0.05,L0,102
DIS,0.015,L0,102
MMM,0.0,L1,102
AMZN,0.06,L1,102
AXP,0.02,L1,102
AMGN,0.06,L1,102
AAPL,0.07,L1,102
BA,0.0,L1,102
CAT,0.015,L1,102
CVX,0.015,L1,102
CSCO,0.025,L1,102
KO,0.055,L1,102
DOW,0.0,L1,102
GS,0.0,L1,102
HD,0.025,L1,102
HON,0.01,L1,102
IBM,0.015,L1,102
INTC,0.0,L1,102
JNJ,0.08,L1,102
JPM,0.015,L1,102
MCD,0.055,L1,102
MRK,0.08,L1,102
MSFT,0.09,L1,102
NKE,0.0,L1,102
PG,0.08,L1,102
CRM,0.02,L1,102
TRV,0.04,L1,102
UNH,0.065,L1,102
VZ,0.0,L1,102
V,0.055,L1,102
WMT,0.08,L1,102
DIS,0.01,L1,102
MMM,0.0,L2,102
AMZN,0.06,L2,102
AXP,0.025,L2,102
AMGN,0.045,L2,102
AAPL,0.09,L2,102
BA,0.0,L2,102
CAT,0.015,L2,102
CVX,0.0,L2,102
CSCO,0.01,L2,102
KO,0.0,L2,102
DOW,0.0,L2,102
GS,0.0,L2,102
HD,0.02,L2,102
HON,0.0,L2,102
IBM,0.0,L2,102
INTC,0.0,L2,102
JNJ,0.0,L2,102
JPM,0.0,L2,102
MCD,0.0,L2,102
MRK,0.17,L2,102
MSFT,0.12,L2,102
NKE,0.0,L2,102
PG,0.12,L2,102
CRM,0.04,L2,102
TRV,0.0,L2,102
UNH,0.07,L2,102
VZ,0.0,L2,102
V,0.055,L2,102
WMT,0.16,L2,102
DIS,0.0,L2,102
MMM,0.0,L3,102
AMZN,0.086,L3,102
AXP,0.0,L3,102
AMGN,0.067,L3,102
AAPL,0.154,L3,102
BA,0.0,L3,102
CAT,0.0,L3,102
CVX,0.0,L3,102
CSCO,0.0,L3,102
KO,0.0,L3,102
DOW,0.0,L3,102
GS,0.0,L3,102
HD,0.0,L3,102
HON,0.0,L3,102
IBM,0.0,L3,102
INTC,0.0,L3,102
JNJ,0.0,L3,102
JPM,0.0,L3,102
MCD,0.0,L3,102
MRK,0.19,L3,102
MSFT,0.178,L3,102
NKE,0.0,L3,102
PG,0.095,L3,102
CRM,0.03,L3,102
TRV,0.0,L3,102
UNH,0.08,L3,102
VZ,0.0,L3,102
V,0.06,L3,102
WMT,0.06,L3,102
DIS,0.0,L3,102
MMM,0.02,L0,103
AMZN,0.025,L0,103
AXP,0.02,L0,103
AMGN,0.035,L0,103
AAPL,0.045,L0,103
BA,0.01,L0,103
CAT,0.02,L0,103
CVX,0.03,L0,103
CSCO,0.035,L0,103
KO,0.045,L0,103
DOW,0.015,L0,103
GS,0.015,L0,103
HD,0.035,L0,103
HON,0.025,L0,103
IBM,0.03,L0,103
INTC,0.015,L0,103
JNJ,0.055,L0,103
JPM,0.025,L0,103
MCD,0.045,L0,103
MRK,0.045,L0,103
MSFT,0.055,L0,103
NKE,0.02,L0,103
PG,0.055,L0,103
CRM,0.015,L0,103
TRV,0.03,L0,103
UNH,0.05,L0,103
VZ,0.035,L0,103
V,0.04,L0,103
WMT,0.05,L0,103
DIS,0.015,L0,103
MMM,0.0,L1,103
AMZN,0.06,L1,103
AXP,0.02,L1,103
AMGN,0.06,L1,103
AAPL,0.07,L1,103
BA,0.0,L1,103
CAT,0.01,L1,103
CVX,0.015,L1,103
CSCO,0.025,L1,103
KO,0.055,L1,103
DOW,0.0,L1,103
GS,0.0,L1,103
HD,0.025,L1,103
HON,0.01,L1,103
IBM,0.015,L1,103
INTC,0.0,L1,103
JNJ,0.08,L1,103
JPM,0.01,L1,103
MCD,0.055,L1,103
MRK,0.08,L1,103
MSFT,0.09,L1,103
NKE,0.0,L1,103
PG,0.08,L1,103
CRM,0.02,L1,103
TRV,0.04,L1,103
UNH,0.065,L1,103
VZ,0.0,L1,103
V,0.045,L1,103
WMT,0.08,L1,103
DIS,0.01,L1,103
MMM,0.0,L2,103
AMZN,0.066,L2,103
AXP,0.0,L2,103
AMGN,0.058,L2,103
AAPL,0.088,L2,103
BA,0.0,L2,103
CAT,0.0,L2,103
CVX,0.0,L2,103
CSCO,0.0,L2,103
KO,0.0,L2,103
DOW,0.0,L2,103
GS,0.0,L2,103
HD,0.0,L2,103
HON,0.0,L2,103
IBM,0.0,L2,103
INTC,0.0,L2,103
JNJ,0.0,L2,103
JPM,0.0,L2,103
MCD,0.0,L2,103
MRK,0.19,L2,103
MSFT,0.16,L2,103
NKE,0.0,L2,103
PG,0.16,L2,103
CRM,0.0,L2,103
TRV,0.0,L2,103
UNH,0.088,L2,103
VZ,0.0,L2,103
V,0.09,L2,103
WMT,0.1,L2,103
DIS,0.0,L2,103
MMM,0.0,L3,103
AMZN,0.086,L3,103
AXP,0.036,L3,103
AMGN,0.041,L3,103
AAPL,0.126,L3,103
BA,0.0,L3,103
CAT,0.018,L3,103
CVX,0.0,L3,103
CSCO,0.0,L3,103
KO,0.0,L3,103
DOW,0.0,L3,103
GS,0.0,L3,103
HD,0.022,L3,103
HON,0.0,L3,103
IBM,0.0,L3,103
INTC,0.0,L3,103
JNJ,0.0,L3,103
JPM,0.0,L3,103
MCD,0.0,L3,103
MRK,0.18,L3,103
MSFT,0.17,L3,103
NKE,0.0,L3,103
PG,0.095,L3,103
CRM,0.048,L3,103
TRV,0.0,L3,103
UNH,0.06,L3,103
VZ,0.0,L3,103
V,0.043,L3,103
WMT,0.075,L3,103
DIS,0.0,L3,103
MMM,0.02,L0,104
AMZN,0.03,L0,104
AXP,0.02,L0,104
AMGN,0.04,L0,104
AAPL,0.05,L0,104
BA,0.01,L0,104
CAT,0.02,L0,104
CVX,0.035,L0,104
CSCO,0.035,L0,104
KO,0.045,L0,104
DOW,0.015,L0,104
GS,0.015,L0,104
HD,0.035,L0,104
HON,0.025,L0,104
IBM,0.03,L0,104
INTC,0.015,L0,104
JNJ,0.06,L0,104
JPM,0.025,L0,104
MCD,0.04,L0,104
MRK,0.05,L0,104
MSFT,0.06,L0,104
NKE,0.015,L0,104
PG,0.06,L0,104
CRM,0.02,L0,104
TRV,0.03,L0,104
UNH,0.055,L0,104
VZ,0.035,L0,104
V,0.04,L0,104
WMT,0.05,L0,104
DIS,0.015,L0,104
MMM,0.0,L1,104
AMZN,0.06,L1,104
AXP,0.02,L1,104
AMGN,0.06,L1,104
AAPL,0.07,L1,104
BA,0.0,L1,104
CAT,0.015,L1,104
CVX,0.015,L1,104
CSCO,0.02,L1,104
KO,0.05,L1,104
DOW,0.0,L1,104
GS,0.0,L1,104
HD,0.025,L1,104
HON,0.01,L1,104
IBM,0.01,L1,104
INTC,0.0,L1,104
JNJ,0.07,L1,104
JPM,0.015,L1,104
MCD,0.045,L1,104
MRK,0.07,L1,104
MSFT,0.09,L1,104
NKE,0.0,L1,104
PG,0.08,L1,104
CRM,0.025,L1,104
TRV,0.035,L1,104
UNH,0.06,L1,104
VZ,0.0,L1,104
V,0.045,L1,104
WMT,0.08,L1,104
DIS,0.005,L1,104
MMM,0.0,L2,104
AMZN,0.073,L2,104
AXP,0.0,L2,104
AMGN,0.05,L2,104
AAPL,0.09,L2,104
BA,0.0,L2,104
CAT,0.0,L2,104
CVX,0.0,L2,104
CSCO,0.0,L2,104
KO,0.0,L2,104
DOW,0.0,L2,104
GS,0.0,L2,104
HD,0.0,L2,104
HON,0.0,L2,104
IBM,0.0,L2,104
INTC,0.0,L2,104
JNJ,0.0,L2,104
JPM,0.0,L2,104
MCD,0.0,L2,104
MRK,0.18,L2,104
MSFT,0.14,L2,104
NKE,0.0,L2,104
PG,0.12,L2,104
CRM,0.047,L2,104
TRV,0.0,L2,104
UNH,0.1,L2,104
VZ,0.0,L2,104
V,0.08,L2,104
WMT,0.12,L2,104
DIS,0.0,L2,104
MMM,0.0,L3,104
AMZN,0.093,L3,104
AXP,0.05,L3,104
AMGN,0.04,L3,104
AAPL,0.13,L3,104
BA,0.0,L3,104
CAT,0.035,L3,104
CVX,0.015,L3,104
CSCO,0.01,L3,104
KO,0.01,L3,104
DOW,0.0,L3,104
GS,0.02,L3,104
HD,0.035,L3,104
HON,0.01,L3,104
IBM,0.0,L3,104
INTC,0.0,L3,104
JNJ,0.0,L3,104
JPM,0.025,L3,104
MCD,0.01,L3,104
MRK,0.085,L3,104
MSFT,0.14,L3,104
NKE,0.0,L3,104
PG,0.055,L3,104
CRM,0.055,L3,104
TRV,0.01,L3,104
UNH,0.055,L3,104
VZ,0.0,L3,104
V,0.055,L3,104
WMT,0.097,L3,104
DIS,0.0,L3,104
MMM,0.02,L0,105
AMZN,0.035,L0,105
AXP,0.025,L0,105
AMGN,0.035,L0,105
AAPL,0.05,L0,105
BA,0.01,L0,105
CAT,0.02,L0,105
CVX,0.035,L0,105
CSCO,0.035,L0,105
KO,0.045,L0,105
DOW,0.015,L0,105
GS,0.02,L0,105
HD,0.035,L0,105
HON,0.025,L0,105
IBM,0.03,L0,105
INTC,0.015,L0,105
JNJ,0.055,L0,105
JPM,0.03,L0,105
MCD,0.04,L0,105
MRK,0.045,L0,105
MSFT,0.055,L0,105
NKE,0.02,L0,105
PG,0.055,L0,105
CRM,0.02,L0,105
TRV,0.03,L0,105
UNH,0.05,L0,105
VZ,0.035,L0,105
V,0.04,L0,105
WMT,0.05,L0,105
DIS,0.015,L0,105
MMM,0.0,L1,105
AMZN,0.06,L1,105
AXP,0.02,L1,105
AMGN,0.06,L1,105
AAPL,0.07,L1,105
BA,0.0,L1,105
CAT,0.015,L1,105
CVX,0.015,L1,105
CSCO,0.025,L1,105
KO,0.055,L1,105
DOW,0.0,L1,105
GS,0.0,L1,105
HD,0.03,L1,105
HON,0.01,L1,105
IBM,0.015,L1,105
INTC,0.0,L1,105
JNJ,0.09,L1,105
JPM,0.015,L1,105
MCD,0.055,L1,105
MRK,0.085,L1,105
MSFT,0.09,L1,105
NKE,0.0,L1,105
PG,0.085,L1,105
CRM,0.02,L1,105
TRV,0.04,L1,105
UNH,0.065,L1,105
VZ,0.0,L1,105
V,0.055,L1,105
WMT,0.085,L1,105
DIS,0.0,L1,105
MMM,0.0,L2,105
AMZN,0.073,L2,105
AXP,0.0,L2,105
AMGN,0.048,L2,105
AAPL,0.102,L2,105
BA,0.0,L2,105
CAT,0.0,L2,105
CVX,0.0,L2,105
CSCO,0.0,L2,105
KO,0.0,L2,105
DOW,0.0,L2,105
GS,0.0,L2,105
HD,0.0,L2,105
HON,0.0,L2,105
IBM,0.0,L2,105
INTC,0.0,L2,105
JNJ,0.0,L2,105
JPM,0.0,L2,105
MCD,0.0,L2,105
MRK,0.25,L2,105
MSFT,0.17,L2,105
NKE,0.0,L2,105
PG,0.128,L2,105
CRM,0.0,L2,105
TRV,0.0,L2,105
UNH,0.08,L2,105
VZ,0.0,L2,105
V,0.049,L2,105
WMT,0.1,L2,105
DIS,0.0,L2,105
MMM,0.0,L3,105
AMZN,0.087,L3,105
AXP,0.043,L3,105
AMGN,0.04,L3,105
AAPL,0.116,L3,105
BA,0.0,L3,105
CAT,0.028,L3,105
CVX,0.012,L3,105
CSCO,0.018,L3,105
KO,0.014,L3,105
DOW,0.0,L3,105
GS,0.018,L3,105
HD,0.03,L3,105
HON,0.01,L3,105
IBM,0.0,L3,105
INTC,0.0,L3,105
JNJ,0.012,L3,105
JPM,0.022,L3,105
MCD,0.012,L3,105
MRK,0.09,L3,105
MSFT,0.14,L3,105
NKE,0.0,L3,105
PG,0.06,L3,105
CRM,0.06,L3,105
TRV,0.012,L3,105
UNH,0.055,L3,105
VZ,0.0,L3,105
V,0.05,L3,105
WMT,0.085,L3,105
DIS,0.026,L3,105
MMM,0.02,L0,106
AMZN,0.03,L0,106
AXP,0.025,L0,106
AMGN,0.04,L0,106
AAPL,0.045,L0,106
BA,0.01,L0,106
CAT,0.02,L0,106
CVX,0.035,L0,106
CSCO,0.035,L0,106
KO,0.045,L0,106
DOW,0.015,L0,106
GS,0.02,L0,106
HD,0.035,L0,106
HON,0.025,L0,106
IBM,0.03,L0,106
INTC,0.015,L0,106
JNJ,0.055,L0,106
JPM,0.03,L0,106
MCD,0.04,L0,106
MRK,0.045,L0,106
MSFT,0.055,L0,106
NKE,0.02,L0,106
PG,0.055,L0,106
CRM,0.02,L0,106
TRV,0.03,L0,106
UNH,0.055,L0,106
VZ,0.035,L0,106
V,0.04,L0,106
WMT,0.05,L0,106
DIS,0.015,L0,106
MMM,0.0,L1,106
AMZN,0.06,L1,106
AXP,0.02,L1,106
AMGN,0.06,L1,106
AAPL,0.07,L1,106
BA,0.0,L1,106
CAT,0.01,L1,106
CVX,0.015,L1,106
CSCO,0.025,L1,106
KO,0.055,L1,106
DOW,0.0,L1,106
GS,0.0,L1,106
HD,0.025,L1,106
HON,0.01,L1,106
IBM,0.015,L1,106
INTC,0.0,L1,106
JNJ,0.08,L1,106
JPM,0.01,L1,106
MCD,0.055,L1,106
MRK,0.08,L1,106
MSFT,0.09,L1,106
NKE,0.0,L1,106
PG,0.08,L1,106
CRM,0.02,L1,106
TRV,0.04,L1,106
UNH,0.065,L1,106
VZ,0.0,L1,106
V,0.045,L1,106
WMT,0.08,L1,106
DIS,0.01,L1,106
MMM,0.0,L2,106
AMZN,0.062,L2,106
AXP,0.0,L2,106
AMGN,0.073,L2,106
AAPL,0.086,L2,106
BA,0.0,L2,106
CAT,0.0,L2,106
CVX,0.0,L2,106
CSCO,0.0,L2,106
KO,0.0,L2,106
DOW,0.0,L2,106
GS,0.0,L2,106
HD,0.0,L2,106
HON,0.0,L2,106
IBM,0.0,L2,106
INTC,0.0,L2,106
JNJ,0.0,L2,106
JPM,0.0,L2,106
MCD,0.0,L2,106
MRK,0.286,L2,106
MSFT,0.177,L2,106
NKE,0.0,L2,106
PG,0.152,L2,106
CRM,0.0,L2,106
TRV,0.0,L2,106
UNH,0.095,L2,106
VZ,0.0,L2,106
V,0.069,L2,106
WMT,0.0,L2,106
DIS,0.0,L2,106
MMM,0.0,L3,106
AMZN,0.091,L3,106
AXP,0.045,L3,106
AMGN,0.05,L3,106
AAPL,0.12,L3,106
BA,0.0,L3,106
CAT,0.02,L3,106
CVX,0.0,L3,106
CSCO,0.0,L3,106
KO,0.0,L3,106
DOW,0.0,L3,106
GS,0.0,L3,106
HD,0.03,L3,106
HON,0.0,L3,106
IBM,0.0,L3,106
INTC,0.0,L3,106
JNJ,0.0,L3,106
JPM,0.0,L3,106
MCD,0.0,L3,106
MRK,0.14,L3,106
MSFT,0.18,L3,106
NKE,0.0,L3,106
PG,0.07,L3,106
CRM,0.054,L3,106
TRV,0.0,L3,106
UNH,0.08,L3,106
VZ,0.0,L3,106
V,0.06,L3,106
WMT,0.06,L3,106
DIS,0.0,L3,106
MMM,0.015,L0,107
AMZN,0.035,L0,107
AXP,0.025,L0,107
AMGN,0.035,L0,107
AAPL,0.055,L0,107
BA,0.01,L0,107
CAT,0.02,L0,107
CVX,0.03,L0,107
CSCO,0.03,L0,107
KO,0.045,L0,107
DOW,0.015,L0,107
GS,0.015,L0,107
HD,0.035,L0,107
HON,0.025,L0,107
IBM,0.025,L0,107
INTC,0.015,L0,107
JNJ,0.055,L0,107
JPM,0.03,L0,107
MCD,0.04,L0,107
MRK,0.045,L0,107
MSFT,0.06,L0,107
NKE,0.02,L0,107
PG,0.055,L0,107
CRM,0.02,L0,107
TRV,0.025,L0,107
UNH,0.05,L0,107
VZ,0.035,L0,107
V,0.04,L0,107
WMT,0.05,L0,107
DIS,0.015,L0,107
MMM,0.0,L1,107
AMZN,0.07,L1,107
AXP,0.02,L1,107
AMGN,0.06,L1,107
AAPL,0.08,L1,107
BA,0.0,L1,107
CAT,0.015,L1,107
CVX,0.015,L1,107
CSCO,0.025,L1,107
KO,0.045,L1,107
DOW,0.0,L1,107
GS,0.0,L1,107
HD,0.03,L1,107
HON,0.01,L1,107
IBM,0.015,L1,107
INTC,0.0,L1,107
JNJ,0.07,L1,107
JPM,0.015,L1,107
MCD,0.045,L1,107
MRK,0.08,L1,107
MSFT,0.09,L1,107
NKE,0.0,L1,107
PG,0.08,L1,107
CRM,0.025,L1,107
TRV,0.035,L1,107
UNH,0.065,L1,107
VZ,0.0,L1,107
V,0.055,L1,107
WMT,0.08,L1,107
DIS,0.0,L1,107
MMM,0.0,L2,107
AMZN,0.065,L2,107
AXP,0.02,L2,107
AMGN,0.04,L2,107
AAPL,0.09,L2,107
BA,0.0,L2,107
CAT,0.015,L2,107
CVX,0.0,L2,107
CSCO,0.015,L2,107
KO,0.02,L2,107
DOW,0.0,L2,107
GS,0.0,L2,107
HD,0.02,L2,107
HON,0.0,L2,107
IBM,0.0,L2,107
INTC,0.0,L2,107
JNJ,0.02,L2,107
JPM,0.0,L2,107
MCD,0.015,L2,107
MRK,0.12,L2,107
MSFT,0.11,L2,107
NKE,0.0,L2,107
PG,0.09,L2,107
CRM,0.04,L2,107
TRV,0.0,L2,107
UNH,0.06,L2,107
VZ,0.0,L2,107
V,0.06,L2,107
WMT,0.12,L2,107
DIS,0.08,L2,107
MMM,0.0,L3,107
AMZN,0.09,L3,107
AXP,0.055,L3,107
AMGN,0.045,L3,107
AAPL,0.12,L3,107
BA,0.0,L3,107
CAT,0.035,L3,107
CVX,0.015,L3,107
CSCO,0.01,L3,107
KO,0.015,L3,107
DOW,0.0,L3,107
GS,0.02,L3,107
HD,0.04,L3,107
HON,0.015,L3,107
IBM,0.0,L3,107
INTC,0.0,L3,107
JNJ,0.0,L3,107
JPM,0.025,L3,107
MCD,0.01,L3,107
MRK,0.085,L3,107
MSFT,0.13,L3,107
NKE,0.0,L3,107
PG,0.07,L3,107
CRM,0.05,L3,107
TRV,0.015,L3,107
UNH,0.055,L3,107
VZ,0.0,L3,107
V,0.045,L3,107
WMT,0.09,L3,107
DIS,0.0,L3,107
MMM,0.02,L0,108
AMZN,0.03,L0,108
AXP,0.025,L0,108
AMGN,0.04,L0,108
AAPL,0.045,L0,108
BA,0.01,L0,108
CAT,0.02,L0,108
CVX,0.035,L0,108
CSCO,0.035,L0,108
KO,0.045,L0,108
DOW,0.015,L0,108
GS,0.02,L0,108
HD,0.035,L0,108
HON,0.025,L0,108
IBM,0.03,L0,108
INTC,0.02,L0,108
JNJ,0.055,L0,108
JPM,0.03,L0,108
MCD,0.045,L0,108
MRK,0.045,L0,108
MSFT,0.055,L0,108
NKE,0.02,L0,108
PG,0.055,L0,108
CRM,0.02,L0,108
TRV,0.03,L0,108
UNH,0.055,L0,108
VZ,0.035,L0,108
V,0.04,L0,108
WMT,0.05,L0,108
DIS,0.015,L0,108
MMM,0.0,L1,108
AMZN,0.06,L1,108
AXP,0.02,L1,108
AMGN,0.06,L1,108
AAPL,0.07,L1,108
BA,0.0,L1,108
CAT,0.015,L1,108
CVX,0.015,L1,108
CSCO,0.025,L1,108
KO,0.055,L1,108
DOW,0.0,L1,108
GS,0.0,L1,108
HD,0.025,L1,108
HON,0.01,L1,108
IBM,0.015,L1,108
INTC,0.0,L1,108
JNJ,0.08,L1,108
JPM,0.015,L1,108
MCD,0.05,L1,108
MRK,0.08,L1,108
MSFT,0.09,L1,108
NKE,0.0,L1,108
PG,0.08,L1,108
CRM,0.02,L1,108
TRV,0.04,L1,108
UNH,0.065,L1,108
VZ,0.0,L1,108
V,0.045,L1,108
WMT,0.08,L1,108
DIS,0.0,L1,108
MMM,0.0,L2,108
AMZN,0.069,L2,108
AXP,0.0,L2,108
AMGN,0.064,L2,108
AAPL,0.09,L2,108
BA,0.0,L2,108
CAT,0.0,L2,108
CVX,0.0,L2,108
CSCO,0.0,L2,108
KO,0.0,L2,108
DOW,0.0,L2,108
GS,0.0,L2,108
HD,0.0,L2,108
HON,0.0,L2,108
IBM,0.0,L2,108
INTC,0.0,L2,108
JNJ,0.0,L2,108
JPM,0.0,L2,108
MCD,0.0,L2,108
MRK,0.206,L2,108
MSFT,0.16,L2,108
NKE,0.0,L2,108
PG,0.151,L2,108
CRM,0.0,L2,108
TRV,0.0,L2,108
UNH,0.0,L2,108
VZ,0.0,L2,108
V,0.0,L2,108
WMT,0.26,L2,108
DIS,0.0,L2,108
MMM,0.0,L3,108
AMZN,0.079,L3,108
AXP,0.041,L3,108
AMGN,0.043,L3,108
AAPL,0.103,L3,108
BA,0.0,L3,108
CAT,0.024,L3,108
CVX,0.0,L3,108
CSCO,0.0,L3,108
KO,0.0,L3,108
DOW,0.0,L3,108
GS,0.0,L3,108
HD,0.031,L3,108
HON,0.0,L3,108
IBM,0.0,L3,108
INTC,0.0,L3,108
JNJ,0.0,L3,108
JPM,0.0,L3,108
MCD,0.0,L3,108
MRK,0.18,L3,108
MSFT,0.163,L3,108
NKE,0.0,L3,108
PG,0.126,L3,108
CRM,0.049,L3,108
TRV,0.0,L3,108
UNH,0.056,L3,108
VZ,0.0,L3,108
V,0.05,L3,108
WMT,0.055,L3,108
DIS,0.0,L3,108
MMM,0.02,L0,109
AMZN,0.03,L0,109
AXP,0.025,L0,109
AMGN,0.035,L0,109
AAPL,0.045,L0,109
BA,0.015,L0,109
CAT,0.025,L0,109
CVX,0.035,L0,109
CSCO,0.035,L0,109
KO,0.045,L0,109
DOW,0.015,L0,109
GS,0.02,L0,109
HD,0.035,L0,109
HON,0.03,L0,109
IBM,0.03,L0,109
INTC,0.02,L0,109
JNJ,0.055,L0,109
JPM,0.03,L0,109
MCD,0.04,L0,109
MRK,0.045,L0,109
MSFT,0.05,L0,109
NKE,0.02,L0,109
PG,0.055,L0,109
CRM,0.02,L0,109
TRV,0.03,L0,109
UNH,0.05,L0,109
VZ,0.035,L0,109
V,0.035,L0,109
WMT,0.045,L0,109
DIS,0.02,L0,109
MMM,0.0,L1,109
AMZN,0.06,L1,109
AXP,0.02,L1,109
AMGN,0.06,L1,109
AAPL,0.07,L1,109
BA,0.0,L1,109
CAT,0.01,L1,109
CVX,0.015,L1,109
CSCO,0.025,L1,109
KO,0.055,L1,109
DOW,0.0,L1,109
GS,0.0,L1,109
HD,0.02,L1,109
HON,0.01,L1,109
IBM,0.01,L1,109
INTC,0.0,L1,109
JNJ,0.08,L1,109
JPM,0.01,L1,109
MCD,0.045,L1,109
MRK,0.08,L1,109
MSFT,0.09,L1,109
NKE,0.0,L1,109
PG,0.08,L1,109
CRM,0.025,L1,109
TRV,0.035,L1,109
UNH,0.065,L1,109
VZ,0.0,L1,109
V,0.05,L1,109
WMT,0.08,L1,109
DIS,0.0,L1,109
MMM,0.0,L2,109
AMZN,0.07,L2,109
AXP,0.03,L2,109
AMGN,0.04,L2,109
AAPL,0.09,L2,109
BA,0.0,L2,109
CAT,0.02,L2,109
CVX,0.01,L2,109
CSCO,0.02,L2,109
KO,0.02,L2,109
DOW,0.0,L2,109
GS,0.01,L2,109
HD,0.03,L2,109
HON,0.01,L2,109
IBM,0.0,L2,109
INTC,0.0,L2,109
JNJ,0.02,L2,109
JPM,0.02,L2,109
MCD,0.02,L2,109
MRK,0.09,L2,109
MSFT,0.1,L2,109
NKE,0.0,L2,109
PG,0.08,L2,109
CRM,0.04,L2,109
TRV,0.02,L2,109
UNH,0.06,L2,109
VZ,0.0,L2,109
V,0.06,L2,109
WMT,0.1,L2,109
DIS,0.01,L2,109
MMM,0.0,L3,109
AMZN,0.083,L3,109
AXP,0.0,L3,109
AMGN,0.062,L3,109
AAPL,0.132,L3,109
BA,0.0,L3,109
CAT,0.0,L3,109
CVX,0.0,L3,109
CSCO,0.0,L3,109
KO,0.0,L3,109
DOW,0.0,L3,109
GS,0.0,L3,109
HD,0.0,L3,109
HON,0.0,L3,109
IBM,0.0,L3,109
INTC,0.0,L3,109
JNJ,0.0,L3,109
JPM,0.0,L3,109
MCD,0.0,L3,109
MRK,0.183,L3,109
MSFT,0.17,L3,109
NKE,0.0,L3,109
PG,0.12,L3,109
CRM,0.05,L3,109
TRV,0.0,L3,109
UNH,0.1,L3,109
VZ,0.0,L3,109
V,0.05,L3,109
WMT,0.05,L3,109
DIS,0.0,L3,109
MMM,0.02,L0,110
AMZN,0.03,L0,110
AXP,0.025,L0,110
AMGN,0.04,L0,110
AAPL,0.045,L0,110
BA,0.01,L0,110
CAT,0.02,L0,110
CVX,0.035,L0,110
CSCO,0.035,L0,110
KO,0.045,L0,110
DOW,0.015,L0,110
GS,0.015,L0,110
HD,0.035,L0,110
HON,0.025,L0,110
IBM,0.03,L0,110
INTC,0.015,L0,110
JNJ,0.06,L0,110
JPM,0.03,L0,110
MCD,0.045,L0,110
MRK,0.05,L0,110
MSFT,0.055,L0,110
NKE,0.02,L0,110
PG,0.06,L0,110
CRM,0.02,L0,110
TRV,0.03,L0,110
UNH,0.055,L0,110
VZ,0.035,L0,110
V,0.04,L0,110
WMT,0.05,L0,110
DIS,0.02,L0,110
MMM,0.0,L1,110
AMZN,0.07,L1,110
AXP,0.02,L1,110
AMGN,0.06,L1,110
AAPL,0.08,L1,110
BA,0.0,L1,110
CAT,0.015,L1,110
CVX,0.015,L1,110
CSCO,0.02,L1,110
KO,0.055,L1,110
DOW,0.0,L1,110
GS,0.0,L1,110
HD,0.025,L1,110
HON,0.01,L1,110
IBM,0.01,L1,110
INTC,0.0,L1,110
JNJ,0.07,L1,110
JPM,0.015,L1,110
MCD,0.05,L1,110
MRK,0.08,L1,110
MSFT,0.09,L1,110
NKE,0.0,L1,110
PG,0.08,L1,110
CRM,0.025,L1,110
TRV,0.03,L1,110
UNH,0.06,L1,110
VZ,0.0,L1,110
V,0.045,L1,110
WMT,0.08,L1,110
DIS,0.0,L1,110
MMM,0.0,L2,110
AMZN,0.072,L2,110
AXP,0.0,L2,110
AMGN,0.053,L2,110
AAPL,0.096,L2,110
BA,0.0,L2,110
CAT,0.0,L2,110
CVX,0.0,L2,110
CSCO,0.0,L2,110
KO,0.0,L2,110
DOW,0.0,L2,110
GS,0.0,L2,110
HD,0.0,L2,110
HON,0.0,L2,110
IBM,0.0,L2,110
INTC,0.0,L2,110
JNJ,0.0,L2,110
JPM,0.0,L2,110
MCD,0.0,L2,110
MRK,0.214,L2,110
MSFT,0.188,L2,110
NKE,0.0,L2,110
PG,0.144,L2,110
CRM,0.0,L2,110
TRV,0.0,L2,110
UNH,0.089,L2,110
VZ,0.0,L2,110
V,0.044,L2,110
WMT,0.1,L2,110
DIS,0.0,L2,110
MMM,0.0,L3,110
AMZN,0.086,L3,110
AXP,0.0,L3,110
AMGN,0.073,L3,110
AAPL,0.132,L3,110
