level,rep,comment
L2,116,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. Given the investor’s risk aversion, the solution concentrates on stocks with relatively strong return-to-risk tradeoffs and diversification benefits, especially MRK, PG, MSFT, AAPL, V, UNH, AMZN, and AMGN."
L3,116,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, maximizing expected return minus a variance penalty subject to long-only weights summing to 1. Higher weights go to stocks with strong expected returns and comparatively favorable covariance structure, while negative-return and high-risk names are pushed to zero. The result is a diversified long-only allocation across technology, healthcare, consumer, financials, and defensives."
L0,117,"This portfolio emphasizes lower-volatility, defensive sectors such as healthcare, consumer staples, telecom, and diversified payment networks while limiting exposure to more cyclical names. It is broadly diversified across all 30 stocks with non-negative weights summing to 1. Higher weights were assigned to historically resilient large-cap companies with strong cash flows and business stability."
L1,117,"This portfolio emphasizes stocks with relatively strong expected returns while tilting toward lower-volatility, lower-correlation names such as JNJ, MRK, PG, WMT, KO, and MCD to suit a risk-averse investor. It avoids or minimizes negative-return and high-volatility stocks like MMM, INTC, VZ, BA, and DOW, while keeping moderate exposure to higher-return growth names such as MSFT, AAPL, AMZN, V, and UNH for balance."
L2,117,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. Because the investor is risk-averse, the solution tilts toward high-return stocks with relatively favorable risk-adjusted profiles and meaningful diversification across technology, healthcare, consumer, and payments."
L3,117,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, maximizing expected return minus a variance penalty subject to long-only weights summing to 1. Higher weights go to stocks with strong expected returns and/or favorable risk-adjusted covariance profiles, while negative-return or highly volatile names are pushed to zero by the no-short-selling constraint. The result is a diversified allocation across technology, healthcare, consumer, financials, and defensives."
L0,118,"This portfolio emphasizes defensive, high-quality companies in healthcare, consumer staples, telecom, and broad-based technology while limiting exposure to more cyclical names. Weights are long-only, fully invested, and diversified across all 30 stocks to reduce concentration risk. The construction is tilted toward stability, cash flow strength, and sector balance for a risk-averse investor."
L1,118,"This portfolio emphasizes higher-return stocks with relatively favorable risk-adjusted characteristics while giving larger weights to defensive names such as JNJ, MRK, PG, WMT, KO, and MCD to reduce overall volatility. It also limits exposure to negative-return or high-volatility stocks like MMM, BA, DOW, INTC, VZ, and DIS, and diversifies across technology, healthcare, consumer, financials, and industrials."
L2,118,"This portfolio was constructed using a long-only mean-variance approach with lambda = 0.5, favoring stocks with stronger expected returns relative to their risk and correlation structure. The allocation is diversified across technology, healthcare, consumer staples, payments, retail, and pharma to suit a risk-averse investor."
L3,118,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, enforcing long-only weights and full investment. Higher weights go to stocks with strong expected returns and/or favorable risk-adjusted covariance profiles, while several lower-return or higher-risk names are driven to zero by the no-short-sale constraint. The result is a diversified allocation tilted toward high expected return technology, healthcare, consumer defensive, and quality financial names."
L0,119,"This portfolio emphasizes defensive, high-quality companies in healthcare, consumer staples, telecom, and broad technology while limiting exposure to more cyclical names such as BA, DOW, and CAT. The weights are long-only, fully invested, and diversified across all 30 stocks to reduce concentration risk."
L1,119,"This portfolio emphasizes higher-return stocks with comparatively favorable risk-adjusted profiles while allocating heavily to lower-volatility, defensive names such as JNJ, MRK, PG, WMT, KO, and MCD. It avoids or minimizes negative-return and high-volatility stocks like MMM, INTC, VZ, BA, and DOW, and uses diversification across technology, healthcare, consumer staples, financials, and industrials to reduce overall portfolio risk."
L2,119,"This portfolio applies mean-variance optimization with lambda = 0.5 under long-only, fully invested constraints, favoring stocks with stronger expected returns relative to their risk and correlation structure. It tilts toward high-return technology names while allocating meaningfully to lower-volatility defensive stocks such as MRK, PG, and WMT to improve diversification and reduce overall portfolio risk."
L3,119,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, maximizing expected return minus a variance penalty under long-only and full-investment constraints. Higher weights go to stocks with strong expected returns and/or favorable risk-adjusted covariance profiles, while negative-return and high-risk names are pushed to zero. The result is diversified across technology, healthcare, consumer, financials, and defensives."
L0,120,"This portfolio emphasizes lower-volatility, defensive, and high-quality large-cap stocks while maintaining exposure across technology, healthcare, consumer staples, financials, industrials, energy, and communication services. Higher weights were assigned to historically resilient companies such as JNJ, PG, WMT, MSFT, and UNH, while more cyclical or higher-volatility names such as BA, DOW, INTC, and DIS received smaller allocations. All weights are long-only, non-negative, and sum exactly to 1."
L1,120,"This portfolio emphasizes higher-return stocks with comparatively favorable risk profiles while giving larger weights to defensive names such as PG, WMT, JNJ, MRK, MCD, and AMGN to reduce overall volatility. It also limits exposure to the most volatile or negative-return stocks and spreads capital across technology, healthcare, consumer staples, financials, and industrials to improve diversification."
L2,120,"This portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. The solution concentrates in stocks with the strongest return-to-risk tradeoff and diversification benefit, especially MRK, WMT, MSFT, AAPL, and AMZN."
L3,120,"The portfolio was chosen using constrained mean-variance optimization with lambda = 0.5, favoring stocks with strong expected returns and/or attractive diversification benefits while enforcing long-only weights that sum to 1. Higher weights go to MSFT, AAPL, AMZN, WMT, MRK, UNH, PG, V, AXP, and CRM, while negative or weak-return names and very high-risk names were pushed to zero. This produces a diversified, risk-aware allocation across technology, healthcare, consumer, financials, and industrials."
L0,121,"This portfolio emphasizes defensive, high-quality companies in healthcare, consumer staples, telecom, and broad technology while limiting exposure to more cyclical names. Weights are long-only, non-negative, and fully invested to sum to 1. The construction aims to reduce concentration risk through broad sector diversification and moderate position sizing."
L1,121,"This portfolio emphasizes higher-return stocks with comparatively favorable risk while giving larger weights to defensive names such as WMT, PG, MRK, JNJ, and MCD to reduce overall volatility. It also limits exposure to the most volatile or negative-return stocks and spreads capital across technology, healthcare, consumer staples, financials, and industrials for diversification."
L2,121,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. Because the investor is risk-averse, the solution tilts toward high-return stocks with relatively favorable risk-adjusted profiles and meaningful diversification benefits, while assigning zero weight to weaker or less efficient names."
L3,121,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, enforcing long-only weights and full investment. Higher weights go to stocks with strong expected returns and favorable risk-adjusted covariance structure, while negative/weak-return and high-volatility names are pushed to zero. The result is diversified across technology, healthcare, consumer, financials, and defensives to reflect a risk-averse investor preference."
L0,122,"This portfolio emphasizes lower-volatility, defensive sectors such as healthcare, consumer staples, and diversified large-cap technology while limiting exposure to more cyclical names. Weights are long-only, fully invested, and spread across all 30 stocks to improve diversification. The construction is intended to reduce concentration risk and suit a risk-averse investor."
L1,122,"The portfolio emphasizes stocks with relatively strong expected returns and/or lower standalone risk, while avoiding negative-return names and several of the highest-volatility cyclical stocks. It is diversified across technology, healthcare, consumer staples, financials, industrials, and energy to reduce concentration risk through imperfect correlations. The result is a conservative long-only allocation designed to balance return potential with lower overall portfolio volatility."
L2,122,"This portfolio applies a long-only mean-variance approach with lambda = 0.5, favoring stocks with stronger expected returns while penalizing higher variance and covariance. The allocation is diversified across technology, healthcare, consumer defensive, payments, and retail, with zero weights assigned to weaker risk-adjusted names."
L3,122,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, maximizing expected return minus a variance penalty subject to long-only weights summing to 1. Higher weights go to assets with strong expected returns and/or favorable diversification-adjusted risk, while negative or weak-return names and highly volatile names receive zero or minimal weight. The result is a diversified long-only allocation across technology, healthcare, consumer, financials, and defensives."
L0,123,"This portfolio was constructed for a risk-averse investor by emphasizing defensive, high-quality large-cap stocks across healthcare, consumer staples, technology, telecom, and diversified financials while limiting exposure to more cyclical names. The weights are fully long-only, non-negative, sum to 1, and aim to balance diversification with lower overall volatility."
L1,123,"This portfolio emphasizes higher-return stocks with comparatively favorable risk-adjusted characteristics while giving substantial weight to lower-volatility defensive names such as WMT, PG, JNJ, MRK, KO, and MCD. It avoids or minimizes negative-return and high-volatility stocks, and spreads exposure across technology, healthcare, consumer staples, financials, and industrials to reduce concentration and correlation risk."
L2,123,"The portfolio was constructed using a long-only mean-variance approach with lambda = 0.5, favoring stocks with stronger expected returns while penalizing high variance and covariance. Higher weights were assigned to attractive risk-adjusted names such as WMT, MRK, MSFT, AAPL, and PG, while negative-return or highly volatile stocks received zero weight. The result is a diversified, fully invested portfolio consistent with a risk-averse investor’s preferences."
L3,123,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, enforcing long-only weights and full investment. Higher weights go to stocks with strong expected returns and/or favorable risk-adjusted covariance profiles, while negative or weak-return names were pushed to zero by the no-short-selling constraint. The result is a diversified allocation across technology, healthcare, consumer, and financial stocks for a risk-averse investor."
L0,124,"This portfolio was constructed to emphasize lower-volatility, defensive, and high-quality large-cap stocks while maintaining diversification across technology, healthcare, consumer staples, financials, industrials, energy, and communication services. Higher weights were assigned to historically resilient companies such as JNJ, MSFT, PG, UNH, AAPL, and WMT, while more cyclical or higher-risk names such as BA, DOW, and INTC were kept smaller. All weights are non-negative and sum exactly to 1."
L1,124,"This portfolio emphasizes higher-return stocks with comparatively favorable risk while giving larger weights to defensive names such as PG, JNJ, MRK, WMT, KO, and MCD to reduce overall volatility. It avoids negative-expected-return stocks and limits exposure to highly volatile cyclical names like BA, MMM, and DOW. The result is a long-only diversified allocation balancing growth, healthcare, consumer defensives, and lower-correlation holdings."
L2,124,"The portfolio was constructed by maximizing a mean-variance objective with lambda = 0.5 under long-only constraints and full investment, which favors assets with strong expected return relative to their contribution to total portfolio risk. The solution concentrates in MSFT, AAPL, AMZN, MRK, and WMT because they offer the best risk-adjusted tradeoff and diversification benefits from the provided covariance matrix. Negative-return names and higher-volatility stocks with weaker return compensation receive zero weight."
L3,124,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, enforcing long-only weights and full investment. Higher weights go to stocks with strong expected returns and favorable risk-adjusted covariance profiles, while negative/weak-return or high-risk names are pushed to zero. The result is a diversified allocation across technology, healthcare, financials, consumer, and industrial exposures."
L0,125,"This portfolio emphasizes lower-volatility, defensive sectors such as healthcare, consumer staples, telecom, and diversified large-cap technology while limiting exposure to more cyclical names. Weights are long-only, fully invested, and spread across all 30 stocks to improve diversification. The construction is intended to reduce concentration risk and support a risk-averse investor."
L1,125,"The portfolio emphasizes stocks with relatively strong expected returns and/or lower standalone risk, while avoiding negative-return names and several highly volatile cyclical stocks. It is diversified across technology, healthcare, consumer staples, financials, industrials, and energy to reduce concentration and correlation risk. For a risk-averse investor, larger weights were placed in defensive and lower-covariance holdings such as PG, WMT, JNJ, MRK, MCD, and AMGN, with moderate exposure to higher-return growth names like MSFT, AAPL, AMZN, and UNH."
L2,125,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. Because the investor is risk-averse, the solution tilts toward high risk-adjusted return names and lower-volatility diversifiers such as MRK, PG, WMT, AMGN, UNH, V, while still keeping meaningful exposure to higher-return technology leaders like MSFT, AAPL, and AMZN."
L3,125,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, maximizing expected return minus a variance penalty subject to long-only weights summing to 1. Higher weights go to stocks with strong expected returns and favorable risk-adjusted covariance structure, while negative or weak-return names are driven to zero by the no-short-selling constraint. The result is diversified across technology, healthcare, consumer, financials, and defensives to reflect a risk-averse investor preference."
L0,126,"This portfolio emphasizes lower-volatility, defensive, and high-quality large-cap stocks while maintaining diversification across technology, healthcare, consumer staples, financials, industrials, energy, and communication services. Higher weights were assigned to historically resilient companies such as JNJ, MSFT, PG, AAPL, UNH, MRK, WMT, and KO, while more cyclical or higher-risk names such as BA, DOW, INTC, and DIS received smaller allocations. The weights are long-only, non-negative, and sum exactly to 1."
L1,126,"This portfolio emphasizes higher-return stocks with relatively favorable risk profiles while allocating heavily to defensive names such as JNJ, MRK, PG, WMT, KO, MCD, and AMGN to reduce volatility. It avoids or minimizes negative-return and high-volatility stocks like MMM, BA, DOW, INTC, VZ, and DIS, and uses diversification across technology, healthcare, consumer staples, financials, and industrials to limit correlation risk."
L2,126,"This portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. The allocation favors high risk-adjusted return stocks such as MSFT, AAPL, AMZN, UNH, V, and CRM, while also adding lower-volatility diversifiers like MRK, PG, WMT, and AMGN. Negative or weak-return names and highly volatile stocks received zero weight due to the investor’s risk aversion."
L3,126,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, maximizing expected return minus a variance penalty subject to long-only weights summing to 1. Higher weights go to assets with strong expected returns and favorable risk-adjusted covariance profiles, while negative or weak-return names and highly volatile names were pushed to zero by the no-short-selling constraint. The result is a diversified allocation across technology, healthcare, consumer, financials, and defensives."
L0,127,"This portfolio emphasizes defensive, high-quality companies in healthcare, consumer staples, telecom, and broad technology while limiting exposure to more cyclical names. Weights are fully long-only, diversified across all 30 stocks, and tilted toward firms with relatively stable cash flows and resilient business models."
L1,127,"This portfolio emphasizes stocks with relatively strong expected returns while tilting toward lower-volatility, lower-correlation names such as WMT, JNJ, PG, MRK, MCD, and AMGN to suit a risk-averse investor. It avoids or minimizes negative-return and high-volatility stocks like MMM, VZ, BA, and DOW, while keeping moderate exposure to higher-return growth names such as MSFT, AAPL, AMZN, V, and UNH for balance."
L2,127,"This portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. The solution tilts toward higher risk-adjusted return stocks such as MSFT, AAPL, AMZN, V, and UNH, while allocating meaningfully to lower-volatility diversifiers like MRK, PG, WMT, and AMGN. Zero weights were assigned to names with weaker expected returns or less attractive return-to-risk tradeoffs."
L3,127,"The portfolio was chosen using constrained mean-variance optimization with lambda = 0.5, emphasizing stocks with strong expected returns relative to their covariance contribution while enforcing long-only weights that sum to 1. Higher weights go to attractive risk-adjusted names such as MSFT, MRK, AAPL, PG, AMZN, UNH, and WMT, while negative- or weak-return names and highly volatile names receive zero weight. The result is a diversified long-only allocation across technology, healthcare, consumer, and financials."
L0,128,"This portfolio emphasizes defensive, high-quality companies in healthcare, consumer staples, telecom, and diversified technology while limiting exposure to more cyclical names. Weights are long-only, fully invested, and spread across all 30 stocks to improve diversification. The construction is intended to reduce concentration risk and support a risk-averse investor."
L1,128,"This portfolio emphasizes higher-return stocks with relatively favorable risk-adjusted characteristics while giving substantial weight to defensive names such as PG, WMT, JNJ, MRK, KO, and MCD to reduce volatility. It avoids negative-expected-return stocks and limits exposure to highly volatile cyclical names like BA and MMM. The result is a long-only diversified allocation balancing growth, healthcare, consumer staples, and lower-correlation defensive holdings."
L2,128,"This portfolio applies a long-only mean-variance allocation with lambda = 0.5, favoring stocks with stronger expected returns while penalizing high variance and covariance. The result is diversified across growth, healthcare, consumer defensive, payments, and retail, with zero weight assigned to several lower-return or higher-risk names."
L3,128,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, imposing long-only weights and full investment. Higher weights go to stocks with strong expected returns and/or favorable risk-adjusted covariance profiles, while negative or weak-return names were driven to zero by the no-short-selling constraint. The result is diversified across technology, healthcare, consumer, financials, and defensives to suit a risk-averse investor."
L0,129,"This portfolio emphasizes lower-volatility, defensive sectors such as healthcare, consumer staples, telecom, and diversified large-cap technology while limiting exposure to more cyclical names. Weights are long-only, fully invested, and spread across all 30 stocks to improve diversification. The construction is intended to reduce concentration risk and support a risk-averse investor."
L1,129,"This portfolio emphasizes higher-return stocks with relatively favorable risk-adjusted profiles while giving larger weights to defensive, lower-volatility names such as JNJ, MRK, PG, WMT, MCD, and KO. It also includes selective exposure to growth stocks like MSFT, AAPL, AMZN, V, and UNH, while avoiding or minimizing negative-return and high-volatility names such as MMM, BA, INTC, VZ, and DIS. Diversification across technology, healthcare, consumer staples, financials, and industrials helps reduce overall portfolio risk through imperfect correlations."
L2,129,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. Because the investor is risk-averse, the solution tilts toward high risk-adjusted return stocks and lower-volatility diversifiers such as MRK, PG, WMT, AMGN, and UNH, while avoiding negative-return names and several high-variance stocks."
L3,129,"The portfolio was chosen using constrained mean-variance optimization with lambda = 0.5, emphasizing higher expected-return names while penalizing covariance risk and enforcing long-only fully invested weights. Assets with weak expected returns or unfavorable risk-adjusted profiles were driven to zero by the non-negativity constraint, while lower-volatility diversifiers such as WMT, MRK, PG, and AMGN help balance concentrated growth exposure in MSFT, AAPL, AMZN, CRM, and V."
L0,130,"This portfolio emphasizes lower-volatility, defensive sectors such as healthcare, consumer staples, and diversified large-cap technology while limiting exposure to more cyclical names. Weights are long-only, non-negative, and fully invested to sum to 1. The result is a diversified allocation designed for a risk-averse investor."
L1,130,"This portfolio emphasizes stocks with stronger expected returns while tilting toward lower-volatility, lower-correlation names such as WMT, PG, JNJ, MRK, KO, and MCD to suit a risk-averse investor. It avoids or minimizes negative-return and high-volatility stocks like MMM, INTC, VZ, BA, and DOW, while keeping selective exposure to higher-return growth names such as MSFT, AAPL, AMZN, UNH, and V for balance."
L2,130,"The portfolio was constructed by maximizing a mean-variance objective with lambda = 0.5 under long-only, fully invested constraints. It concentrates on stocks with the strongest return-to-risk tradeoff and favorable diversification properties, while excluding negative-return names and many higher-covariance lower-return stocks. This produces a risk-aware but still growth-oriented diversified allocation across five holdings."
L3,130,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, enforcing long-only weights and full investment. Higher weights were assigned to stocks with strong expected returns and favorable risk-adjusted covariance profiles, while negative or weak-return names were pushed to zero. The result is a diversified allocation across technology, healthcare, financials, consumer, and industrials."
L0,131,"This portfolio was constructed to emphasize diversification and lower volatility by allocating more weight to defensive, high-quality companies in healthcare, consumer staples, utilities-like telecom, and broad technology leaders. More cyclical and higher-risk names received smaller weights, while all 30 stocks were retained to maintain broad sector exposure. The weights are long-only, non-negative, and sum exactly to 1."
L1,131,"This portfolio emphasizes higher-return stocks with comparatively favorable risk while giving larger weights to defensive names with lower volatility and diversification benefits. It avoids negative-expected-return stocks and trims exposure to highly volatile cyclical names such as BA, GS, and DOW. The result is a long-only, diversified allocation designed for a risk-averse investor balancing return and risk."
L2,131,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. Because the investor is risk-averse, the solution tilts toward high-return stocks with comparatively favorable risk-adjusted profiles and meaningful diversification benefits, while assigning zero weight to weaker or less efficient names."
L3,131,"The portfolio was chosen using constrained mean-variance optimization with lambda = 0.5, emphasizing stocks with stronger expected returns relative to their variances and correlations while enforcing no short positions and full investment. Higher weights go to attractive risk-adjusted names such as MSFT, AAPL, AMZN, WMT, MRK, UNH, PG, CRM, and V, while negative or weak-return stocks receive zero weight. The result is a long-only diversified allocation across technology, healthcare, consumer, financials, and industrials."
L0,132,"This portfolio emphasizes defensive, high-quality companies in healthcare, consumer staples, telecom, and diversified technology while limiting exposure to more cyclical names such as aerospace, chemicals, and industrials. The weights are long-only, fully invested, and spread across all 30 stocks to improve diversification and reduce concentration risk."
L1,132,"This portfolio emphasizes stocks with relatively strong expected returns and/or lower standalone risk, while avoiding negative-return names and trimming highly volatile cyclical exposures. It is diversified across technology, healthcare, consumer staples, financials, and defensive retail to reduce correlation-driven portfolio risk. The result is a conservative long-only allocation designed to balance return potential with stability."
L2,132,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, favoring stocks with stronger expected returns relative to their covariance contribution while enforcing full investment and no shorting. Because the investor is risk-averse, the solution tilts toward lower-volatility, diversifying names such as MRK, PG, WMT, AMGN, and UNH, while still allocating to higher-return technology leaders like MSFT, AAPL, AMZN, CRM, and V."
L3,132,"The portfolio was formed by solving the long-only mean-variance problem with lambda = 0.5 using quadratic-programming logic, favoring assets with strong expected returns relative to their variances and correlations. Negative-return names and high-volatility stocks with weaker risk-adjusted appeal were driven to zero by the non-negativity constraint. The result is a diversified allocation across technology, healthcare, consumer defensive, payments, and e-commerce."
L0,133,"This portfolio emphasizes defensive, high-quality companies in healthcare, consumer staples, telecom, and broad technology while limiting exposure to more cyclical names such as aerospace, chemicals, and heavy industry. The weights are long-only, fully invested, and diversified across all 30 stocks to reduce concentration risk for a risk-averse investor."
L1,133,"This portfolio emphasizes stocks with relatively strong expected returns while tilting toward lower-volatility, lower-correlation names such as MRK, PG, JNJ, WMT, MCD, and AMGN. It limits or excludes negative-return and high-risk stocks like MMM, VZ, BA, DOW, and INTC, while keeping moderate exposure to higher-return growth names such as MSFT, AAPL, AMZN, CRM, and V for balance."
L2,133,"The portfolio was constructed using a long-only mean-variance approach with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. Higher weights were assigned to stocks with strong expected returns and favorable diversification properties, while negative-return and high-volatility names were driven to zero."
L3,133,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, maximizing expected return minus a variance penalty subject to long-only weights summing to 1. Higher weights go to stocks with strong expected returns and favorable risk-adjusted covariance profiles, while negative- or low-alpha names and very high-volatility names receive zero or minimal weight. The result is a diversified long-only allocation across technology, healthcare, consumer, financials, and industrials."
L0,134,"This portfolio emphasizes defensive, high-quality companies in healthcare, consumer staples, telecom, and broad technology while limiting exposure to more cyclical names. The weights are long-only, fully invested, and diversified across all 30 stocks to reduce concentration risk. Higher allocations were given to historically steadier businesses with resilient cash flows."
L1,134,"This portfolio emphasizes higher-return stocks with relatively favorable risk characteristics while giving larger weights to defensive names such as JNJ, MRK, PG, WMT, KO, and MCD to reduce overall volatility. It also limits exposure to negative- or very low-return stocks and to higher-volatility cyclical names like BA, MMM, and DOW. Diversification across technology, healthcare, consumer staples, financials, and industrials helps balance expected return and correlation risk."
L2,134,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. Because the investor is risk-averse, the solution tilts toward high risk-adjusted return stocks and lower-volatility diversifiers such as MRK, PG, WMT, AMGN, and UNH, while still keeping exposure to higher-return names like MSFT, AAPL, AMZN, CRM, and V."
L3,134,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, maximizing expected return minus a variance penalty subject to long-only weights summing to 1. Higher weights go to stocks with strong expected returns and favorable diversification properties, while negative-return or relatively inefficient names are driven to zero by the no-short-selling constraint. The result is a diversified allocation across technology, healthcare, consumer, financials, and defensives."
L0,135,"This portfolio emphasizes lower-volatility, defensive large-cap stocks across healthcare, consumer staples, telecom, and diversified technology while limiting exposure to more cyclical names. Weights are all non-negative, diversified across all 30 stocks, and sum exactly to 1. The construction is intended to reduce concentration risk and better suit a risk-averse investor."
L1,135,"This portfolio emphasizes higher-return stocks with relatively favorable risk profiles while giving larger weights to defensive names such as MRK, PG, WMT, JNJ, and AMGN to reduce overall volatility. It also limits exposure to highly volatile or negative-expected-return stocks like BA, MMM, VZ, and INTC, while maintaining diversification across technology, healthcare, consumer, financials, and industrials."
L2,135,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. Because the investor is risk-averse, the solution tilts toward high risk-adjusted return stocks and lower-volatility diversifiers such as MRK, PG, WMT, and AMGN, while still keeping meaningful exposure to higher-return names like MSFT, AAPL, AMZN, UNH, and V."
L3,135,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, enforcing long-only weights and full investment. Higher weights go to stocks with strong expected returns and/or favorable risk-adjusted covariance profiles, while negative or weak-return names are pushed to zero. The result is a diversified allocation across technology, healthcare, consumer, financials, and defensives."
L0,136,"This portfolio was constructed to emphasize lower-volatility, defensive, and high-quality large-cap stocks while maintaining diversification across sectors. Higher weights were assigned to healthcare, consumer staples, telecom, and broad technology leaders, with smaller allocations to more cyclical names such as aerospace, materials, and semiconductors. All weights are non-negative and sum exactly to 1."
L1,136,"This portfolio emphasizes higher-return stocks such as MSFT, AAPL, AMZN, V, and UNH, while allocating heavily to lower-volatility defensive names like PG, WMT, JNJ, MRK, KO, and MCD to reduce overall risk. Stocks with negative or weak expected returns and/or relatively high standalone risk were given zero or small weights. The result is a long-only diversified allocation designed for a risk-averse investor balancing return potential with volatility and correlation control."
L2,136,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance-based risk under the full-investment constraint. Because the investor is risk-averse, the solution tilts toward high-return stocks with relatively favorable risk-adjusted profiles and meaningful diversification into lower-volatility names such as MRK, PG, and WMT."
L3,136,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, enforcing long-only weights and full investment. Because of the no-short-selling constraint, the solution is interpreted as the output of a quadratic program that tilts toward high expected return names while allocating meaningfully to lower-variance diversifiers such as MRK, PG, and WMT. The result is a diversified risk-averse portfolio with zero weights in assets that have weak return-to-risk contribution under the constraints."
L0,137,"This portfolio was constructed to emphasize lower-volatility, defensive sectors such as healthcare, consumer staples, telecom, and diversified large-cap technology while limiting exposure to more cyclical names. It is broadly diversified across all 30 stocks, uses only non-negative weights, and sums exactly to 1. The allocation is tilted toward stable cash-flow businesses to better suit a risk-averse investor."
L1,137,"This portfolio emphasizes higher-return stocks such as MSFT, AAPL, AMZN, UNH, V, and MRK, while giving substantial weight to lower-volatility defensive names like WMT, PG, JNJ, KO, and MCD. It avoids or minimizes negative-return and high-volatility stocks such as MMM, INTC, VZ, BA, and DOW, and spreads exposure across technology, healthcare, consumer staples, financials, and industrials to improve diversification."
L2,137,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. Because the investor is risk-averse, the solution tilts toward high risk-adjusted return stocks and lower-volatility diversifiers such as MRK, PG, WMT, and AMGN, while assigning zero weight to weaker or less efficient names."
L3,137,"The portfolio was formed by solving the long-only mean-variance problem numerically with lambda = 0.5, favoring assets with strong expected returns and comparatively attractive covariance structure. Negative-return names and higher-volatility cyclicals were driven to zero by the no-short-sale constraint, while capital was allocated across high-return growth and defensive stocks to maintain diversification."
L0,138,"This portfolio was constructed to emphasize lower-volatility, defensive sectors such as healthcare, consumer staples, telecom, and diversified large-cap technology while limiting exposure to more cyclical names. It is broadly diversified across all 30 stocks, uses only non-negative weights, and sums exactly to 1. The allocation is intended to reduce concentration risk and better suit a risk-averse investor."
L1,138,"The portfolio emphasizes stocks with stronger expected returns while tilting toward lower-volatility, lower-correlation names such as WMT, JNJ, PG, MRK, MCD, and AMGN to suit a risk-averse investor. Higher-risk or negative-return stocks received zero or minimal weights, and cyclical exposures were kept modest to improve diversification and reduce overall portfolio variance."
L2,138,"The portfolio was constructed by maximizing a mean-variance objective with lambda = 0.5 under long-only constraints and full investment. Given the investor’s risk aversion, the solution favors high risk-adjusted return stocks and low-variance diversifiers, leading to concentrated allocations in MRK, WMT, MSFT, AAPL, and AMZN. Negative-return and weaker risk-adjusted assets receive zero weight under the no-short-selling constraint."
L3,138,"The portfolio was chosen using constrained mean-variance optimization with lambda = 0.5, favoring stocks with stronger expected returns while penalizing covariance risk and enforcing long-only fully invested weights. Higher allocations go to attractive risk-adjusted names such as MSFT, AAPL, AMZN, MRK, WMT, PG, UNH, and V, while negative or weak-return names and very high-volatility names receive zero or small weights. The result is a diversified long-only portfolio across technology, healthcare, consumer, financials, and industrials."
L0,139,"This portfolio was constructed to emphasize lower-volatility, defensive, and high-quality large-cap stocks while maintaining diversification across sectors. Higher weights were assigned to healthcare, consumer staples, and resilient cash-flow businesses, with smaller allocations to more cyclical or higher-risk names. All weights are non-negative and sum exactly to 1."
